@relation unbalanced

@attribute WBN_GC_L_0.25 numeric
@attribute WBN_GC_H_0.25 numeric
@attribute WBN_GC_L_0.50 numeric
@attribute WBN_GC_H_0.50 numeric
@attribute WBN_GC_L_0.75 numeric
@attribute WBN_GC_H_0.75 numeric
@attribute WBN_GC_L_1.00 numeric
@attribute WBN_GC_H_1.00 numeric
@attribute WBN_EN_L_0.25 numeric
@attribute WBN_EN_H_0.25 numeric
@attribute WBN_EN_L_0.50 numeric
@attribute WBN_EN_H_0.50 numeric
@attribute WBN_EN_L_0.75 numeric
@attribute WBN_EN_H_0.75 numeric
@attribute WBN_EN_L_1.00 numeric
@attribute WBN_EN_H_1.00 numeric
@attribute WBN_LP_L_0.25 numeric
@attribute WBN_LP_H_0.25 numeric
@attribute WBN_LP_L_0.50 numeric
@attribute WBN_LP_H_0.50 numeric
@attribute WBN_LP_L_0.75 numeric
@attribute WBN_LP_H_0.75 numeric
@attribute WBN_LP_L_1.00 numeric
@attribute WBN_LP_H_1.00 numeric
@attribute XLogP numeric
@attribute PSA numeric
@attribute NumRot numeric
@attribute NumHBA numeric
@attribute NumHBD numeric
@attribute MW numeric
@attribute BBB numeric
@attribute BadGroup numeric
@attribute Outcome {Active,Inactive}

@data
-2.383,1.8845,-2.5255,2.5175,-2.9448,3.4007,-3.8115,4.3459,-0.8304,1.4556,-1.7227,2.3675,-2.6423,3.3366,-3.5735,4.3222,-1.1098,1.1759,-1.9379,2.1272,-2.8519,3.108,-3.7827,4.099,2.182,106.06,6,6,0,520.929,0,0,Inactive
-2.3102,2.3603,-2.451,2.7463,-2.743,3.2783,-3.266,3.9329,-0.7778,2.4019,-1.5665,2.6738,-2.3597,3.0898,-3.1552,3.7084,-0.9028,1.1276,-1.5965,1.9632,-2.327,2.8113,-3.0844,3.665,5.255,87.66,6,6,3,474.41,0,1,Inactive
-1.7741,1.6798,-2.2444,2.389,-2.9305,3.2767,-3.7173,4.2219,-0.8538,1.3683,-1.7269,2.249,-2.6122,3.2083,-3.5052,4.1873,-0.9591,1.3592,-1.7644,2.2934,-2.6367,3.2704,-3.5276,4.2565,4.761,50.48,5,4,0,448.611,1,0,Inactive
-2.401,1.5047,-2.534,2.1405,-2.7987,2.9181,-3.2618,3.7288,-0.7841,1.263,-1.5722,1.9533,-2.3661,2.7407,-3.1628,3.5662,-0.9934,1.1125,-1.6595,1.9298,-2.3944,2.7621,-3.1602,3.6028,4.866,59.08,6,6,0,490.644,1,0,Inactive
-2.3865,1.8502,-2.5272,2.3208,-2.7963,3.0393,-3.2737,3.8546,-0.794,1.2378,-1.6022,1.9449,-2.4155,2.7713,-3.2313,3.626,-0.9479,1.0341,-1.708,1.8455,-2.5058,2.6907,-3.3131,3.5492,2.25,100.16,8,8,1,457.523,0,0,Inactive
-1.6353,1.428,-1.9197,2.0496,-2.4612,2.8537,-3.1754,3.684,-0.769,1.5211,-1.5595,2.1932,-2.3591,2.93,-3.1635,3.7218,-0.8527,1.4318,-1.577,2.02,-2.367,2.7793,-3.1704,3.5978,4.455,57.69,3,7,0,371.437,1,1,Inactive
-1.2419,1.2067,-1.9926,2.0972,-2.8253,3.0264,-3.6928,3.9697,-0.7975,1.5597,-1.6362,2.4376,-2.5006,3.3551,-3.3801,4.291,-1.0823,1.1574,-1.9286,2.0604,-2.8029,2.9919,-3.6899,3.9363,4.046,134.04,6,8,0,568.783,0,0,Inactive
-1.6356,1.4324,-1.9235,2.0698,-2.4657,2.8742,-3.1801,3.7084,-0.7691,1.5211,-1.5598,2.1942,-2.3597,2.9353,-3.1644,3.7347,-0.8627,1.4319,-1.5834,2.0211,-2.3708,2.7832,-3.1736,3.6055,3.956,57.69,3,7,0,381.432,1,1,Inactive
-1.4862,1.4327,-1.8649,2.0803,-2.4365,2.8885,-3.138,3.7229,-0.7687,1.5211,-1.5582,2.1933,-2.3565,2.9323,-3.1596,3.7293,-0.8629,1.4316,-1.5872,2.0151,-2.3757,2.7692,-3.1777,3.5877,5.131,66.48,4,7,1,409.486,1,1,Inactive
-2.4015,1.8515,-2.6728,2.3229,-3.0831,3.0278,-3.5892,3.8268,-0.7566,1.2433,-1.5436,1.9687,-2.3401,2.7968,-3.1407,3.6479,-0.9497,1.0312,-1.7102,1.8388,-2.5037,2.6756,-3.3045,3.5263,2.459,94.84,6,6,1,427.497,0,0,Inactive
-1.3285,2.0643,-1.6305,2.4669,-2.2817,2.9919,-3.0469,3.5804,-0.766,1.2132,-1.5331,1.8006,-2.3006,2.4624,-3.0682,3.1918,-0.8588,1.0987,-1.5047,1.8762,-2.1633,2.6572,-2.8261,3.4398,2.629,69.56,8,4,3,265.353,1,0,Inactive
-2.418,1.8884,-2.5412,2.4318,-2.779,3.1543,-3.2667,3.9424,-0.7899,1.2248,-1.5932,1.9211,-2.402,2.7381,-3.2136,3.583,-0.9113,1.0624,-1.6824,1.8632,-2.4814,2.6939,-3.2878,3.539,3.821,87.85,6,6,1,385.46,0,2,Inactive
-2.243,1.9046,-2.3682,2.3673,-2.7566,3.1076,-3.596,3.9837,-0.8119,1.5401,-1.6328,2.3806,-2.4564,3.2516,-3.2816,4.1411,-1.0812,1.1606,-1.911,2.0616,-2.7579,2.982,-3.6128,3.9102,5.384,129.4,7,7,1,526.68,0,0,Inactive
-2.3824,1.8669,-2.5055,2.435,-2.7489,3.1992,-3.1928,4.0007,-0.7879,1.2628,-1.592,1.9442,-2.4012,2.7326,-3.2126,3.5584,-0.9783,0.9912,-1.683,1.7898,-2.4648,2.6206,-3.2643,3.4616,1.839,106.12,9,8,3,378.425,0,1,Inactive
-1.4542,2.2789,-1.9823,2.736,-2.7292,3.5014,-3.5518,4.374,-0.7638,2.4019,-1.5843,2.6769,-2.4573,3.264,-3.3476,4.1789,-1.0491,1.0957,-1.8608,1.992,-2.7446,2.9229,-3.6403,3.8642,2.168,141.3,5,6,2,454.361,0,1,Inactive
-1.6968,1.88,-2.1545,2.561,-2.9103,3.425,-3.7529,4.3428,-0.7805,1.4712,-1.5914,2.3855,-2.4996,3.3452,-3.4189,4.3174,-1.0271,1.3066,-1.8919,2.1828,-2.7981,3.1328,-3.7164,4.1005,3.661,65.06,5,3,0,395.507,1,0,Inactive
-1.4767,1.4033,-1.8799,1.8825,-2.6829,2.566,-3.5029,3.3862,-0.5308,1.564,-1.1391,2.3993,-1.8666,3.245,-2.6898,4.0939,-1.0823,0.8209,-1.9048,1.5534,-2.7366,2.3895,-3.5712,3.2359,1.481,78.1,9,6,1,359.536,0,0,Inactive
-2.2716,1.7944,-2.3968,2.2723,-2.6651,2.9287,-3.1892,3.6722,-0.7731,1.2322,-1.5533,1.8947,-2.3362,2.6578,-3.1206,3.4547,-0.9613,1.0639,-1.6619,1.8564,-2.3951,2.6631,-3.1394,3.476,3.71,69.67,3,5,0,344.407,1,0,Inactive
-1.5523,1.886,-2.1497,2.5201,-2.9337,3.3924,-3.7858,4.3308,-0.7795,1.4553,-1.6404,2.3681,-2.5483,3.3366,-3.4691,4.3208,-1.1095,1.1475,-1.9321,2.102,-2.8379,3.0839,-3.759,4.074,2.399,106.61,3,3,0,450.907,0,0,Inactive
-2.4005,1.8031,-2.5293,2.2681,-2.7683,2.9134,-3.2551,3.6787,-0.7953,1.2195,-1.5964,1.8752,-2.3998,2.6704,-3.2042,3.5059,-0.9459,1.0884,-1.6499,1.9136,-2.3949,2.7537,-3.1629,3.5998,3.413,61.83,7,5,0,380.44,1,1,Inactive
-2.249,1.5608,-2.3898,2.2818,-2.7745,3.1217,-3.5683,4.0025,-0.8043,1.3737,-1.6251,2.1798,-2.4592,3.0549,-3.303,3.9545,-1.0397,1.1082,-1.8369,1.9506,-2.6796,2.8395,-3.5338,3.7481,2.814,152.22,2,8,2,510.594,0,2,Inactive
-2.261,1.8509,-2.3873,2.3169,-2.6379,3.0175,-3.1933,3.8224,-0.7907,1.5208,-1.5949,2.1884,-2.4052,2.9183,-3.2187,3.7197,-0.9477,1.4339,-1.7065,2.0416,-2.5018,2.8227,-3.3064,3.6564,4.339,124.07,10,9,1,488.562,0,2,Inactive
-2.243,2.2069,-2.3681,2.5522,-2.6198,3.2422,-3.3882,4.11,-0.8069,2.4012,-1.641,2.6727,-2.4851,3.1336,-3.3338,3.9511,-0.8795,1.1317,-1.6462,2.0172,-2.477,2.936,-3.3215,3.864,3.868,93.45,4,3,1,352.337,0,0,Inactive
-2.2178,2.1767,-2.3467,2.3165,-2.5455,3.0541,-3.0737,3.8828,-0.784,1.5208,-1.5854,2.1904,-2.3936,2.9207,-3.2054,3.7078,-0.9867,1.4332,-1.6458,2.0266,-2.4124,2.7879,-3.2122,3.6082,4.266,67.87,6,8,1,417.506,1,1,Inactive
-2.3865,2.2057,-2.5272,2.5312,-2.7958,3.0855,-3.5902,3.8621,-0.7758,2.4014,-1.5712,2.6738,-2.3849,3.2581,-3.2139,4.1268,-1.0815,1.1138,-1.9116,1.9518,-2.759,2.8176,-3.6144,3.6982,3.654,90.52,12,7,0,475.485,0,1,Inactive
-2.1609,1.7828,-2.3067,2.1976,-2.6328,2.8369,-3.2164,3.6355,-0.7943,1.2199,-1.5956,1.8706,-2.3993,2.6554,-3.2043,3.4783,-1.0626,1.0676,-1.7036,1.8788,-2.4254,2.7049,-3.1821,3.5376,1.381,80.67,2,5,1,342.391,0,1,Inactive
-1.6481,1.4436,-2.0806,2.048,-2.6837,2.8895,-3.3886,3.7729,-0.7796,1.4685,-1.5867,2.2345,-2.4022,3.0797,-3.2213,3.9638,-0.9803,1.3207,-1.6085,2.1594,-2.2971,3.0526,-3.037,3.9569,4.916,77.63,5,2,1,424.936,0,1,Inactive
-1.5604,1.6516,-2.097,2.3628,-2.824,3.2164,-3.6316,4.1154,-0.7633,1.3768,-1.5879,2.2245,-2.4614,3.1374,-3.3446,4.0678,-0.9944,1.1169,-1.812,2.0208,-2.68,2.9526,-3.5619,3.8912,2.514,117.53,9,3,1,387.53,0,0,Inactive
-2.3916,1.9836,-2.5176,2.3934,-2.7477,2.9851,-3.1731,3.7571,-0.7681,1.5204,-1.5556,2.1861,-2.3508,2.9038,-3.1502,3.672,-0.8907,1.4329,-1.5968,2.0185,-2.3656,2.7592,-3.1579,3.5587,2.675,92.7,6,8,2,332.312,0,1,Inactive
-1.5607,1.9772,-2.1503,2.4067,-2.9315,3.2554,-3.7756,4.1737,-0.7437,1.4123,-1.6009,2.2924,-2.4893,3.2314,-3.388,4.1865,-0.9962,1.1425,-1.8372,2.062,-2.7243,3.0163,-3.6235,3.9783,2.842,160.1,6,4,1,561.483,0,1,Inactive
-1.2044,1.3453,-1.9301,2.1892,-2.7443,3.0825,-3.5887,3.9951,-0.7898,1.5419,-1.6199,2.3923,-2.4685,3.2805,-3.3287,4.1885,-1.0733,1.1348,-1.901,2.0303,-2.7546,2.9513,-3.6213,3.88,4.154,99.78,6,3,0,347.465,0,0,Inactive
-1.4759,1.5741,-1.8814,2.1464,-2.5173,2.8581,-3.2292,3.6233,-0.6268,1.2809,-1.3567,2.0115,-2.1249,2.8057,-2.9022,3.6172,-1.0198,0.9517,-1.6933,1.7189,-2.4614,2.5174,-3.2416,3.3295,1.467,103.43,9,4,1,386.521,0,0,Inactive
-1.6135,1.3435,-2.1194,2.1608,-2.871,3.0531,-3.7189,3.9694,-0.8011,1.3784,-1.6693,2.2183,-2.5608,3.1266,-3.4616,4.0541,-1.0291,1.1382,-1.8248,2.0507,-2.6981,2.9817,-3.5934,3.9191,3.903,69.64,1,3,1,305.381,1,0,Inactive
-1.3279,1.2143,-1.9002,2.0332,-2.6302,2.9171,-3.4185,3.8173,-0.7585,1.3081,-1.5588,2.1063,-2.3795,2.9877,-3.2098,3.8896,-0.932,1.0965,-1.6906,1.9871,-2.5029,2.8941,-3.3308,3.8065,2.374,86.28,4,2,2,291.42,0,0,Inactive
-2.4164,1.85,-2.5386,2.3153,-2.7708,3.011,-3.2381,3.8078,-0.7904,1.2363,-1.5934,1.9374,-2.4016,2.757,-3.2127,3.6055,-0.9477,1.064,-1.7065,1.8692,-2.5018,2.7023,-3.306,3.5501,3.384,90.93,9,7,1,455.551,0,0,Inactive
-1.774,1.6797,-2.2444,2.3878,-2.9305,3.274,-3.7173,4.2178,-0.8538,1.3672,-1.7269,2.2463,-2.6123,3.2042,-3.5052,4.1819,-0.9591,1.3587,-1.7644,2.2917,-2.6367,3.2674,-3.5276,4.2522,4.662,47.24,4,3,0,379.504,1,0,Inactive
-2.2626,1.8861,-2.3824,2.4659,-3.0037,3.3546,-3.8841,4.2984,-0.8176,1.4296,-1.7278,2.3358,-2.6639,3.3002,-3.6093,4.2802,-1.0102,1.19,-1.8875,2.1482,-2.8174,3.1272,-3.7612,4.1134,3.956,89.45,4,4,1,352.394,0,0,Inactive
-1.5537,1.6189,-2.0829,2.3566,-2.8042,3.2387,-3.6098,4.1606,-0.7812,2.3347,-1.6265,2.4652,-2.4972,3.1536,-3.3782,4.0942,-1.0886,1.1366,-1.8353,2.0587,-2.6878,3.0039,-3.5629,3.9561,2.736,83.44,8,3,0,401.507,0,0,Inactive
-1.774,1.6803,-2.2443,2.39,-2.93,3.2756,-3.7163,4.2182,-0.8538,1.3665,-1.7267,2.2443,-2.612,3.2011,-3.5048,4.1778,-0.9591,1.3583,-1.7644,2.2903,-2.6365,3.265,-3.5273,4.2488,3.902,56.03,5,3,1,337.423,1,0,Inactive
-1.5301,1.4382,-1.9062,2.0016,-2.4171,2.7726,-3.037,3.5815,-0.7617,1.5204,-1.538,2.185,-2.3215,2.897,-3.109,3.653,-0.8826,1.4331,-1.5705,2.0229,-2.2937,2.766,-3.0577,3.56,3.028,66.48,6,7,1,357.41,1,1,Inactive
-1.4761,1.4036,-1.881,1.9628,-2.6905,2.816,-3.5259,3.6889,-0.7671,1.5353,-1.5583,2.3654,-2.3681,3.2201,-3.1929,4.0868,-1.0863,1.1388,-1.9149,1.9629,-2.7583,2.8099,-3.6089,3.6715,3.709,83.65,8,5,2,420.962,0,0,Inactive
-2.2832,1.7617,-2.4071,2.1786,-2.6605,2.8212,-3.104,3.6176,-0.7939,1.2155,-1.5935,1.831,-2.3948,2.5919,-3.1967,3.4073,-1.0501,1.0638,-1.6337,1.8705,-2.3375,2.6909,-3.0986,3.5169,1.973,83.83,2,5,2,344.407,0,1,Inactive
-1.4713,1.4331,-1.8669,2.0089,-2.6689,2.8562,-3.4946,3.7278,-0.6258,1.5366,-1.3102,2.3713,-2.0904,3.2318,-2.9129,4.1044,-1.0951,1.0341,-1.9313,1.8167,-2.777,2.6713,-3.6258,3.5443,1.433,153.02,7,5,2,464.432,0,1,Inactive
-2.3827,2.093,-2.5122,2.4948,-2.7779,3.0553,-3.3712,3.8529,-0.8159,1.2302,-1.635,1.9581,-2.4571,2.8114,-3.2815,3.6892,-0.9072,1.1129,-1.6812,1.9426,-2.4866,2.8104,-3.3014,3.6893,4.327,93.14,6,7,1,570.48,0,2,Inactive
-1.473,1.4226,-1.997,1.9419,-2.5945,2.6736,-3.2252,3.4785,-0.7793,1.4565,-1.5695,2.1863,-2.3632,2.9596,-3.1584,3.7509,-0.9805,1.1032,-1.614,1.9032,-2.3155,2.7201,-3.05,3.5438,3.63,59.81,4,2,1,370.884,1,1,Inactive
-2.3553,1.575,-2.6131,2.1514,-3.0009,2.8687,-3.4768,3.6378,-0.6256,1.2844,-1.3565,2.0183,-2.1247,2.8148,-2.902,3.6278,-1.0197,1.0132,-1.6931,1.786,-2.4612,2.5786,-3.2414,3.383,1.902,88.33,9,4,1,370.453,0,0,Inactive
-2.3769,2.4072,-2.5831,2.8273,-3.0401,3.5542,-3.6967,4.4207,-0.8538,2.4014,-1.7493,2.6756,-2.6564,3.1667,-3.5682,4.0186,-0.9518,1.1356,-1.8106,2.0415,-2.7091,2.9805,-3.6177,3.9263,6.289,74.97,8,5,0,515.278,0,2,Inactive
-1.4762,1.5464,-1.8026,2.0784,-2.2975,2.7191,-2.8829,3.4025,-0.5634,1.2461,-1.1966,1.8893,-1.8637,2.5936,-2.5447,3.3162,-1.023,0.8338,-1.6541,1.4208,-2.3338,2.1156,-3.0236,2.8404,0.975,87.3,6,6,3,321.421,0,0,Inactive
-2.261,1.8508,-2.3873,2.3145,-2.6379,3.0052,-3.1983,3.7968,-0.7909,1.2354,-1.5943,1.9346,-2.403,2.7528,-3.2143,3.6002,-0.9477,1.1275,-1.7061,1.9314,-2.5006,2.7567,-3.304,3.5961,4.243,107,9,6,1,478.01,0,1,Inactive
-2.4164,1.8509,-2.5386,2.3164,-2.7708,3.0124,-3.2369,3.8094,-0.7904,1.2362,-1.5933,1.9377,-2.4016,2.7579,-3.2126,3.6069,-0.9477,1.0645,-1.7065,1.8703,-2.5016,2.704,-3.3058,3.5523,4.317,116.23,12,7,1,501.645,0,1,Inactive
-2.2178,2.1767,-2.3467,2.3195,-2.5456,3.0664,-3.1746,3.9018,-0.7844,1.5209,-1.5865,2.1923,-2.3955,2.9312,-3.2081,3.7337,-0.9744,1.4335,-1.636,2.0375,-2.4076,2.8279,-3.2097,3.6715,4.822,67.87,6,8,1,423.469,1,1,Inactive
-1.4607,2.079,-1.8281,2.4903,-2.3574,3.1041,-3.0693,3.9176,-0.7917,1.5209,-1.5985,2.1954,-2.4118,2.9517,-3.2286,3.7739,-0.8703,1.4339,-1.5522,2.0551,-2.3175,2.8635,-3.127,3.7157,3.256,91.75,6,8,1,306.274,0,1,Inactive
-2.247,1.584,-2.3858,2.3207,-2.7679,3.155,-3.5624,4.0255,-0.8158,1.3655,-1.6342,2.1575,-2.4614,3.0201,-3.3091,3.9095,-1.0384,1.0865,-1.8388,1.9369,-2.686,2.8215,-3.5443,3.7227,1.997,96.42,1,6,1,373.412,0,1,Inactive
-1.4434,2.2133,-1.8785,2.5473,-2.6867,3.1285,-3.5215,3.9468,-0.7838,2.4019,-1.5933,2.6756,-2.4189,3.2522,-3.2562,4.121,-1.0869,1.1455,-1.9161,2.0068,-2.7609,2.8889,-3.6138,3.7816,5.112,83.65,8,5,2,486.874,0,1,Inactive
-1.5298,1.3459,-1.9727,1.8448,-2.7711,2.5103,-3.5855,3.3008,-0.5288,1.536,-1.1521,2.357,-1.9064,3.1924,-2.7231,4.0325,-1.0772,0.8347,-1.893,1.5558,-2.7188,2.3794,-3.5479,3.2166,1.148,66.07,5,5,0,302.44,0,0,Inactive
-2.3549,1.406,-2.6122,1.9799,-2.9988,2.8235,-3.526,3.6934,-0.7671,1.5354,-1.5583,2.3657,-2.3681,3.2205,-3.1929,4.0873,-1.0863,1.1322,-1.9149,1.9516,-2.7583,2.7972,-3.6089,3.6585,2.837,96.79,8,5,2,410.923,0,0,Inactive
-1.7741,2.0975,-2.2453,2.5427,-2.9317,3.3357,-3.717,4.2608,-0.8539,1.367,-1.7273,2.2454,-2.6132,3.2025,-3.5068,4.1794,-0.9622,1.3583,-1.7684,2.2905,-2.6411,3.2654,-3.5325,4.2494,4.385,64.23,2,3,1,324.38,1,0,Inactive
-2.1448,1.8814,-2.2881,2.3071,-2.6123,2.949,-3.1987,3.7193,-0.7697,1.2749,-1.5508,1.9781,-2.3383,2.7704,-3.1289,3.5937,-0.8596,1.1095,-1.5566,1.917,-2.3095,2.7425,-3.086,3.5778,3.731,63.68,4,5,0,361.397,1,0,Inactive
-1.5739,2.167,-1.9649,2.7464,-2.7306,3.4621,-3.5318,4.2606,-0.7748,1.5215,-1.5915,2.2101,-2.4288,3.0421,-3.2768,3.9269,-1.0393,1.4327,-1.8359,2.046,-2.6783,2.8742,-3.5327,3.7621,4.604,115.43,3,7,1,448.548,0,2,Inactive
-1.523,1.3303,-1.9019,1.9337,-2.6932,2.7847,-3.5305,3.6542,-0.7762,1.5352,-1.5693,2.3649,-2.3788,3.2185,-3.2026,4.0836,-1.0863,1.1147,-1.9149,1.9353,-2.7583,2.7783,-3.609,3.6369,1.599,78.1,6,6,1,393.553,0,0,Inactive
-1.3387,1.9768,-1.867,2.3723,-2.6691,2.9106,-3.4947,3.6855,-0.6205,1.5359,-1.3087,2.3678,-2.0903,3.2236,-2.9118,4.09,-1.0951,0.9567,-1.9312,1.7567,-2.7765,2.6042,-3.625,3.4701,0.28,120.09,5,5,2,303.405,0,0,Inactive
-1.4727,1.4219,-1.8671,1.9832,-2.6691,2.8273,-3.4948,3.6965,-0.7889,1.5363,-1.5824,2.3697,-2.3776,3.2282,-3.1736,4.0982,-1.0951,1.0828,-1.9312,1.8954,-2.7765,2.7289,-3.625,3.5813,2.51,111.89,7,5,2,406.573,0,0,Inactive
-2.3825,1.8821,-2.5087,2.3206,-2.8055,3.042,-3.3483,3.8848,-0.7954,1.2283,-1.6053,1.951,-2.4204,2.8024,-3.238,3.6787,-0.9082,1.1233,-1.6818,1.9601,-2.4839,2.8215,-3.2938,3.6959,5.609,78.9,5,6,0,514.618,0,1,Inactive
-1.473,1.6619,-1.8807,2.2914,-2.5516,3.0649,-3.3143,3.8866,-0.7717,1.3151,-1.5489,2.0762,-2.3617,2.9078,-3.1948,3.7598,-0.9003,1.0857,-1.6649,1.9168,-2.4827,2.7706,-3.3147,3.6327,2.673,91.06,7,5,2,367.449,0,0,Inactive
-1.5147,2.0952,-2.0311,2.5016,-2.7078,3.1191,-3.4542,3.9682,-0.771,1.3697,-1.5451,2.2087,-2.3243,3.1041,-3.1177,4.0153,-0.8714,1.3246,-1.5484,2.1592,-2.2768,3.0565,-3.0734,3.9692,3.665,150.22,4,6,1,518.616,0,1,Inactive
-1.4955,1.4387,-1.8785,2.0975,-2.4878,2.9039,-3.3055,3.7667,-0.8199,1.2878,-1.6404,2.0205,-2.461,2.8637,-3.2818,3.745,-0.9139,1.1613,-1.6452,2.0281,-2.4132,2.912,-3.2029,3.8046,4.748,74.76,6,6,0,578.668,0,1,Inactive
-1.4544,2.279,-1.9722,2.7369,-2.7187,3.5058,-3.5418,4.3816,-0.7643,2.4019,-1.5862,2.6774,-2.4598,3.2721,-3.3507,4.1877,-1.0489,1.0973,-1.862,1.9965,-2.7466,2.9293,-3.643,3.8722,2.223,125.95,5,6,2,449.32,0,1,Inactive
-1.5298,1.4542,-1.9454,2.2867,-2.745,3.1683,-3.5836,4.071,-0.7897,1.5486,-1.6192,2.3986,-2.4669,3.2864,-3.3256,4.1928,-1.0818,1.1125,-1.9159,2.0093,-2.7713,2.9262,-3.6374,3.8507,1.348,104.99,4,5,0,378.454,0,0,Inactive
-2.2596,2.1768,-2.387,2.3436,-2.6374,3.0547,-3.1889,3.8712,-0.7936,1.2395,-1.6007,1.9499,-2.4129,2.7786,-3.2275,3.6352,-0.9478,1.0353,-1.7079,1.8493,-2.5053,2.6968,-3.3121,3.5573,2.255,109.39,9,9,1,485.533,0,1,Inactive
-1.5605,1.9801,-2.0971,2.3909,-2.824,3.223,-3.6316,4.123,-0.7789,1.3782,-1.5879,2.2277,-2.4614,3.1426,-3.3446,4.0749,-0.9944,1.1242,-1.812,2.0265,-2.68,2.9596,-3.5619,3.9,2.215,154.83,12,5,2,459.593,0,0,Inactive
-2.2496,2.363,-2.3735,2.8243,-2.6167,3.4152,-3.1336,4.0763,-0.7758,2.4012,-1.5607,2.6711,-2.3493,3.0777,-3.14,3.6453,-1.0727,1.0573,-1.7026,1.8488,-2.4075,2.6574,-3.1501,3.4733,3.163,76.07,9,6,1,363.332,0,0,Inactive
-1.4997,2.2788,-2.0158,2.7316,-2.7355,3.4845,-3.5402,4.3456,-0.7686,2.4014,-1.5534,2.6745,-2.4239,3.2364,-3.31,4.139,-1.0488,1.1119,-1.8523,1.9722,-2.729,2.8856,-3.6181,3.8124,2.66,113.06,6,6,2,410.352,0,0,Inactive
-2.3984,1.2873,-2.5258,1.9475,-2.7589,2.7587,-3.485,3.5909,-0.7609,1.5333,-1.5338,2.3534,-2.3123,3.1914,-3.0955,4.0372,-1.0784,1.009,-1.8944,1.7942,-2.7209,2.6103,-3.5512,3.4437,2.458,80.85,5,5,1,337.441,0,1,Inactive
-1.469,1.5358,-1.8304,2.1907,-2.4284,3.0067,-3.1685,3.8615,-0.7956,2.3346,-1.6021,2.4624,-2.4124,2.9028,-3.2246,3.7315,-0.8464,1.1258,-1.5588,1.9776,-2.3478,2.8471,-3.1541,3.7237,3.875,57.61,2,4,1,313.328,1,0,Inactive
-2.2627,1.8829,-2.3826,2.4627,-3.0132,3.3595,-3.8942,4.3115,-0.8172,1.4357,-1.7273,2.3492,-2.6634,3.321,-3.6089,4.3085,-1.0098,1.202,-1.8876,2.1667,-2.8178,3.1534,-3.7619,4.1472,5.457,95.03,7,5,0,478.936,0,1,Inactive
-1.774,1.6797,-2.2444,2.3881,-2.9305,3.2747,-3.7173,4.2188,-0.8538,1.3673,-1.7269,2.2468,-2.6123,3.205,-3.5052,4.183,-0.9591,1.3588,-1.7644,2.2921,-2.6367,3.2681,-3.5276,4.2532,4.959,47.24,4,3,0,393.531,1,0,Inactive
-2.2461,1.8973,-2.3728,2.4158,-2.6754,3.191,-3.4979,4.0505,-0.7146,1.5375,-1.4616,2.3773,-2.2365,3.2491,-3.0407,4.138,-1.0965,1.0149,-1.9358,1.8831,-2.7857,2.7792,-3.6396,3.6859,2.644,135.39,7,7,1,427.544,0,1,Inactive
-2.245,1.861,-2.3711,2.2884,-2.6273,2.9107,-3.1455,3.6399,-0.781,1.2876,-1.5686,1.9579,-2.3593,2.6983,-3.1518,3.4773,-0.862,1.1076,-1.5513,1.9127,-2.2633,2.7257,-3.0052,3.5426,3.717,75.71,9,6,1,346.427,0,0,Inactive
-1.3265,2.0874,-1.8668,2.4966,-2.6235,3.0427,-3.4461,3.7793,-0.8129,1.2942,-1.6557,2.0498,-2.51,2.8943,-3.3696,3.7641,-0.9271,1.1365,-1.6816,1.9992,-2.5086,2.876,-3.3574,3.7587,2.021,75.11,4,3,2,245.282,0,0,Inactive
-2.264,1.8498,-2.3845,2.2972,-2.6358,2.9788,-3.1866,3.7813,-0.791,1.2215,-1.5943,1.9178,-2.4026,2.7462,-3.2135,3.6014,-0.9112,1.0617,-1.6836,1.871,-2.4822,2.7117,-3.2874,3.5665,2.559,103.87,6,5,2,437.561,0,2,Inactive
-1.5666,1.9771,-2.0974,2.3945,-2.8246,3.2257,-3.6324,4.1275,-0.7767,1.378,-1.5883,2.2286,-2.4618,3.1449,-3.3451,4.0787,-0.9952,1.1407,-1.8128,2.0333,-2.6809,2.9664,-3.5628,3.9077,3.092,142.8,7,4,1,477.007,0,0,Inactive
-1.4544,2.279,-1.9829,2.7359,-2.7309,3.5015,-3.5543,4.3746,-0.7837,2.4014,-1.5874,2.6757,-2.4589,3.2601,-3.3488,4.1776,-1.0489,1.1372,-1.8607,2.0198,-2.7446,2.9464,-3.6402,3.8867,4.373,113.06,5,6,2,478.814,0,1,Inactive
-2.218,2.1767,-2.347,2.2974,-2.6934,2.9318,-3.5306,3.7597,-0.7762,1.5355,-1.5693,2.3663,-2.3788,3.2221,-3.2026,4.0904,-1.0863,1.1192,-1.9149,1.9501,-2.7583,2.8052,-3.609,3.6747,3.281,102.11,8,7,2,444.553,0,0,Inactive
-1.8084,1.4017,-1.9592,1.9424,-2.7104,2.809,-3.5599,3.6966,-0.8059,1.5354,-1.6269,2.3673,-2.4606,3.226,-3.3047,4.0988,-1.0866,1.1329,-1.9173,1.9834,-2.765,2.8515,-3.6219,3.731,2.856,92.88,10,6,2,410.58,0,0,Inactive
-1.4993,1.3472,-1.8886,2.0002,-2.6689,2.8564,-3.4946,3.7322,-0.77,1.5366,-1.5457,2.3713,-2.3238,3.2324,-3.1033,4.106,-1.0951,1.0686,-1.9314,1.8748,-2.777,2.7219,-3.6258,3.5909,2.463,103.1,6,5,1,483.453,0,1,Inactive
