@relation 'Reuters-21578 Corn ModApte Train-weka.filters.unsupervised.attribute.NumericToBinary-weka.filters.unsupervised.instance.RemoveFolds-S0-N5-F1'

@attribute Text string
@attribute class {0,1}

@data
'GREECE SAYS IT HAS RIGHT ON AEGEAN OIL DRILLING Greece, responding to a warning by Turkey\nagainst conducting oil activities in the Aegean Sea, said today\nit had the right to decide where and how to do research or\ndrilling work in the area.\n    A government spokesman said the Greek position was made\nclear to Turkey\'s ambassador Nazmi Akiman when he met Greek\nForeign Affairs Undersecretary Yannis Kapsis last week.\n    Acting Turkish Prime Minister Kaya Erdem said earlier today\nGreek activities in the northern Aegean contravened the 1976\nBerne Agreement which set the framework for talks on the Aegean\ncontinental shelf disputed between Ankara and Athens.\n    The Greek statement today said, \"Greece is not prepared to\ngive up even a trace of its sovereignty rights to the seabed.\nIt has been stressed to...Mr Akiman that the decision where or\nhow to drill belongs exclusively to the Greek government.\"\n    \"The Greek government has repeatedly let the Turkish side\nknow that it considers the 1976 Berne protocol as inactive\nthrough the fault of Turkey,\" it said.\n    The Greek statement said Athens was ready to put the\ncontinental shelf issue before international courts.\n Reuter\n&#3;',0
'LEUCADIA &lt;LUK> HAS 7.2 PCT OF MINSTAR &lt;MNST> Leucadia National Corp said two of\nits subsidiaries have acquired a 7.2 pct stake in Minstar Inc,\na corporation controlled by corporate raider Irwin Jacobs and\nused by him in his forays to acquire stock in companies.\n    In a filing with the Securities and Exchange Commission,\nLeucadia said its LNC Investments Inc, a Newark, Del.,\ninvestment firm, and Charter National Life Insurance Co, a St.\nLouis joint stock life insurance company, bought their combined\n1,261,000 Minstar common shares for investment purposes only.\n    The Leucadia subsidiaries had held an 11.0 pct stake in\nMinstar, but cut to 1.8 pct, or 313,200 shares, last July.\n    Since July, Leucadia said its companies have bought 947,800\nMinstar common shares for a total of 24.7 mln dlrs.\n    Leucadia said it bought the Minstar stake to obtain an\nequity position in the company and has no intention of seeking\ncontrol of it.\n    Nearly half of Leucadia\'s common stock is owned by TLC\nAssociates, a Salt Lake City, Utah, general partnership, whose\npartners include the chairman and president of Leucadia and\nother investors.\n Reuter\n&#3;',0
'BASIX CORP &lt;BAS> 4TH QTR LOSS Oper shr loss eight cts vs profit 20 cts\n    Oper net loss 768,000 vs profit 1,962,000\n    Revs 49.0 mln vs 43.6 mln\n    12 mths\n    Oper shr loss 1.41 dlrs vs profit 96 cts\n    Oper net loss 13.6 mln vs profit 9,305,000\n    Revs 175.3 mln vs 140.7 mln\n    Note: Oper excludes loss from discontinued operations of\n4,676,000 dlrs or 48 cts a share for year-ago qtr and 7,571,000\ndlrs or 78 cts a share for year-ago 12 mths.\n    Oper includes charge of 1.1 mln dlrs for cumulative effect\nof repeal of the investment tax credit for qtr and writedown of\n21.6 mln dlrs on gas and oil facilities for 12 mths.\n    Year-ago shr data restated to reflect two pct stock\ndividend of December 1986.\n Reuter\n&#3;',0
'AUSTRALIAN JANUARY ANNUAL BROAD MONEY UP 10.3 PCT Australia\'s broad money supply rose 10.3\npct in the year ended January, up from a revised 9.6 pct in\nDecember, the Reserve Bank said.\n    This compares with the previous January\'s 13.9 pct.\n    In January broad money growth slowed to 0.7 pct from\nDecember\'s 1.5 pct and compared with nil growth in January\n1986.\n    Within the broad money total, non-bank financial\nintermediaries rose by 0.2 pct from a revised decline of 0.2 \nin December and a previous January\'s 0.8 pct increase.\n    In the January year, NBFI\'s borrowings rose by 9.5 pct from\na revised 10.1 in December and compared with a previous\nJanuary\'s 12.8.\n    At the end of January, broad money stood at 175,866 mln\ndlrs dlrs from December\'s 174,668 mln dlrs and a January 1986\nlevel of 159,453 mln.\n    In the same period, borrowings from the private sector by\nthe NBFIs rose to 70,389 mln dlrs from December\'s 70,237 mln\nand the previous January\'s 64,299 mln.\n Reuter\n&#3;',0
'MICROBIO &lt;MRC> PLANS ACQUISITION, FINANCING Microbiological Research Corp\nsaid it entered into a letter of intent for a proposed business\ncombination with privately owned &lt;DataGene Scientific\nLaboratories Inc>, and &lt;Milex Corp> a newly formed company,\nthrough a stock swap.\n    It also said it received 100,000 dlrs from the sale of a\nconvertible note to Ventana Growth Fund as part of an overall\n1,100,000 equity financing plan with Ventana. Under that plan,\na minimum of 400,000 dlrs and a maximum of one mln dlrs of\nadditional new capital is to be provided to fund the combined\noperations of the three companies.\n    Microbiological also said that if the maximum additional\ncapital is raised, it will own about 49 pct of 4,550,00 shares\nof common outstanding in the new combined company, DataGene\nholders will own 29 pct, and Ventana and others will own 13\npct.\n    It said the remaining nine pct will be held by Milex\nshareholder Norman Monson, who will become chief executive\nofficer of the combined companies.\n Reuter\n&#3;',0
'ICO COUNCIL ENDS IN FAILURE TO AGREE QUOTAS A special meeting of the International\nCoffee Organization (ICO) council failed to agree on how to set\ncoffee export quotas, ICO delegates said.\n    Producers and consumers could not find common ground on the\nissue of quota distribution in eight days of arduous, often\nheated talks, delegates said.\n    Export quotas -- the major device of the International\nCoffee Agreement to stabilise prices -- were suspended a year\nago after coffee prices soared in reaction to a drought in\nBrazil which cut its output by two thirds.\n    Delegates and industry representatives predicted coffee\nprices could plummet more than 100 stg a tonne to new four year\nlows tomorrow in response to the results of the meeting.\n Reuter\n&#3;',0
'FRANCE HAS LITTLE ROOM FOR MANOEUVRE, OECD SAYS French industry is failing to produce the\ngoods its markets need and its loss of competitiveness has left\nthe government little room for manoeuvre to reflate the\neconomy, the Organisation for Economic Cooperation and\nDevelopment said.\n    With gross domestic product likely to grow only 2.1 pct\nthis year, the same rate as last year, unemployment could climb\nto 11.5 pct of the workforce by mid-1988, from its present 10.9\npct, it said in an annual review of the French economy.\n    The report said the French economy was \"increasingly\nill-adapted to demand\" selling goods at \"uncompetitive relative\nprices on both domestic and export markets.\"\n    \"France\'s poor export performance reflects a geographical\nbias in favour of markets less dynamic than the average...\nAnd...A substantial loss of market share...In the past 18\nmonths,\" it said.\n    Pointing to a likely widening of the French trade deficit\nto around 2.9 billion dlrs this year from 2.4 billion in 1986,\nit warned that a further depreciation of the dollar against the\nfranc could lead to \"a (renewed) loss of competitiveness\nrelative not only to the United States but also to the newly\nindustrialised countries.\"\n    This could result in further major losses of market share,\nparticularly in the non-OECD area, which accounts for almost a\nquarter of French exports, it said.\n    Until the competitive ability of industry improved, the\nauthorities would have \"little scope for macroeconomic\nmanoeuvre, even if the unemployment situation or the need to\nencourage a pickup in investment could require demand to grow\nmore briskly,\" it added.\n    But rising unemployment could help to hold down wage\ndemands, contributing to a slowdown in inflation to around a\ntwo pct annual rate this year and early next, the OECD said.\n    Written mainly in December last year, the report took no\naccount of a rise in oil prices early in 1987, and a 0.9 pct\nsurge in January consumer prices, caused partly by the\ngovernment\'s deregulation of service sector tariffs.\n    \"We took a bet that the freeing of prices would not provoke\nrunaway rises, and it is not absolutely certain that bet has\nbeen lost,\" one OECD official commented.\n    OECD officials said the January data and a rise in oil\nprices above the 15 dlrs a barrel average assumed in the\nreport, indicated an upward revision in the inflation forecast\nto around 2.5 or three pct.\n    The government last week revised its forecast up to between\n2.4 and 2.5 pct from two pct, against last year\'s 2.1 pct.\n    But the OECD backed the government\'s view that the\nunderlying trend for inflation remained downwards this year,\nwith a slowdown in domestic costs taking over from last year\'s\nfall in oil and commodity prices as the chief cause of\ndisinflation.\n    With French unit productivity costs now among the lowest in\nthe OECD area, the inflation differential between France and\nits main trading rival, West Germany, could fall to just one\npct this year, it said.\n    On the other hand, the report noted, consumer prices for\nindustrial goods and private services have been rising steeply\nas companies built up their profits.\n    \"For the disinflationary process to continue , and price\ncompetitiveness to become lastingly compatible with exchange\nrate stability, it is essential that wage restraint continue,\"\nit said.\n REUTER\n&#3;',0
'PAINEWEBBER&lt;PWJ> UNIT UPS SHAER SHOE &lt;SHS> STAKE Mitchell Hutchins Asset Management\nInc, a New York investment firm and subsidiary of PaineWebber\nGroup Inc, said it raised its voting stake in Shaer Shoe Corp\nto 76,000 shares, or 7.5 pct, from 52,100 shares, or 5.1 pct.\n    In a filing with the Securities and Exchange Commission,\nMitchell Hutchins said it bought 11,900 shares between Jan 8\nand Feb 24 at prices ranging from 12.125 to 12.75 dlrs a share\nand obtained voting control over another 12,000 shares.\n    The firm has said it bought the stake as an investment on\nbehalf of its clients, but said it has had discussions with\nShaer management. It did not disclose the topic of the talks.\n Reuter\n&#3;',0
'TELECREDIT INC &lt;TCRD> 3RD QTR JAN 31 NET Shr 32 cts vs 22 cts\n    Net 3,454,000 vs 2,224,000\n    Revs 33.2 mln vs 28.1 mln\n    Nine mths\n    Shr 64 cts vs 38 cts\n    Net 6,935,000 vs 3,877,000\n    Revs 86.8 mln vs 70.9 mln\n Reuter\n&#3;',0
'LASER PRECISION CORP &lt;LASR> 4TH QTR NET Shr profit 14 cts vs profit two cts\n    Net profit 452,723 vs profit 50,581\n    Revs 5,065,543 vs 2,898,363\n    Year\n    Shr profit 45 cts vs loss 15 cts\n    Net profit 1,276,472 vs loss 340,081\n    Revs 16.0 mln vs 9,304,466\n Reuter\n&#3;',0
'REXNORD &lt;REX> TO REDEEM RIGHTS Rexnord Inc said it will redeem\nall of its preferred stock purchase rights for 10 cts a right\neffective today.\n    Rexnord said the rights will be redeemed because it is\nexpected its shares will be tendered under a January 30\ntakeover offer from Banner Acquisition Corp. The rights trade\nin tandem with Rexnord\'s common stock.\n Reuter\n&#3;',0
'CANTREX UNIT TO MERGE WITH ONTARIO GROUP (Groupe Cantrex Inc) said it plans to\nmerge a new wholly-owned subsidiary a merger agreement with\n(CAP Appliance Purchasers Inc), of Woodstock, Ontario, a group\nof about 400 appliance and electronics retailers.\n    It said CAP shareholders will receive 140,700 first\npreferred Groupe Cantrex shares entitling the holders to\nreceive 6.05 dlrs per share or the equivilant in class A\nsubordinate voting Cantrex shares.\n    The merger is effective April one and is subject to\nshareholder approval.         \n Reuter\n&#3;',0
'INVESTMENT FIRM BOOSTS LDBRINKMAN &lt;DBC> STAKE Two affiliated investment firms and\nthe investment funds they control said they raised their\ncombined stake in LDBrinkman Corp to 653,600 shares, or 10.9\npct of the total outstanding from 585,600 shares, or 9.7 pct.\n    In a filing with the Securities and Exchange Commission,\nFidelity International Ltd, a Bermuda-based firm, said its\nfunds bought 68,000 LDBrinkman common shares between Jan 5 and\nFeb 19 at prices ranging from 5.30 to 5.445 dlrs a share.\n    Funds controlled by FMR Corp, a Boston-based investment\nfirm affiliated with Fidelity, hold 251,100 shares, bringing\nthe combined total to 653,600 shares, Fidelity said.\n Reuter\n&#3;',0
'ITT\'S &lt;ITT> HARTFORD UNIT POSTS 4TH QTR GAIN Hartford Insurance Group, a unit\nof New York-based ITT Corp, said higher worldwide premiums help\nboost net income for the 1986 fourth quarter to 88.6 mln dlrs,\nfrom net income of 36.7 mln dlrs for the 1985 quarter.\n   For the full year, Hartford said it earned 329 mln dlrs, up\nfrom 151.4 mln dlrs in 1985.\n    Hartford said results for the year were aided by a gain of\n46.5 mln dlrs on the sale of its remaining 52 pct stake in\nAbbey Life Group PLC. For 1985, the company posted a gain of\n14.3 mln dlrs on the sale of 48 pct of Abbey Life.\n    Hartford said total property-casualty and life-health\nwritten premiums rose 25 pct in 1986, to eight billion dlrs,\nfrom 6.4 billion dlrs in 1985.\n Reuter\n&#3;',0
